,label
99385,0
99463,0
85649,0
20048,0
90295,0
2403,0
75626,0
53081,1
31763,0
11321,0
108358,0
122421,1
112827,1
68389,1
39077,0
79146,0
103887,0
39431,1
61975,0
28729,0
37926,0
78804,0
68844,1
90133,0
9924,0
49946,0
113566,1
67371,1
104811,0
123817,0
31511,1
7890,1
114860,0
3016,1
44762,1
67097,0
85085,1
17923,1
9451,0
90659,0
1673,0
110781,0
57648,0
54872,0
44081,0
70626,1
114529,1
9694,0
12138,0
35487,1
37915,0
64011,1
33438,0
27317,1
47247,0
23973,0
74856,0
14222,1
24784,1
54539,0
15196,0
58112,1
58245,1
112307,0
56100,0
120968,1
12423,0
101391,1
101141,1
28739,0
14556,0
101534,0
54541,0
10723,0
37878,0
102146,1
121615,0
3483,0
117051,1
7653,1
85400,0
28827,0
47781,0
116362,0
61747,0
10259,0
57765,0
54531,0
81101,1
21105,0
112605,0
108052,0
8941,1
102492,1
110856,0
48765,0
32366,0
28991,0
104726,0
6729,1
121892,0
30874,1
17002,1
6651,1
22082,1
110795,0
118718,0
56519,1
45446,1
57243,0
7411,1
95778,0
75908,1
53605,1
48823,0
85875,0
13190,1
3313,0
54308,0
111218,1
29413,0
22728,1
29245,0
31239,1
117504,0
40242,0
91140,0
18404,1
47269,0
65833,1
91219,0
82553,1
115645,0
923,1
119862,1
15466,1
79848,1
118659,1
21973,1
73494,1
114626,1
113223,0
6755,1
64129,1
112095,1
77082,0
49685,1
40845,1
59456,1
73850,0
118564,0
113723,1
94468,0
37023,0
65698,1
63488,1
78023,1
16210,0
98083,0
95488,1
67268,1
93298,1
43592,0
103804,0
69334,0
83786,1
67070,0
102409,1
48387,0
108919,0
91669,1
16606,1
35047,1
8236,1
107277,1
61198,0
110173,1
62092,0
43144,1
102376,1
7740,1
40945,1
109249,1
111772,1
41471,1
2776,1
53154,1
64953,0
4689,1
118438,1
89292,1
61296,0
49024,0
11723,0
12662,0
63774,1
4941,1
99264,1
109946,1
99823,1
38611,1
36810,0
81611,0
98233,0
122205,0
55397,0
61119,0
109250,1
473,1
62498,0
104721,0
76062,0
115075,0
3904,0
52895,1
78911,0
36485,0
37608,0
94288,0
85651,0
80687,1
50398,0
78338,0
28707,0
24088,0
97018,0
103859,0
27459,1
70664,1
24431,0
112337,0
51535,0
108717,1
39329,0
6241,1
6231,1
44995,1
24040,0
120064,0
65103,0
53241,1
9996,0
820,1
19577,0
35818,1
74212,1
15635,1
14238,1
112027,1
120684,1
65966,1
69635,0
50589,0
69251,0
2173,0
12479,0
105245,0
91921,1
80164,1
3253,0
10308,0
42812,1
50415,0
32072,0
47158,0
68738,1
113160,0
114040,1
55838,0
17074,1
70525,0
82425,1
82690,1
51441,0
23515,0
91371,0
43242,1
122408,1
81319,0
111000,0
114868,0
44817,1
59307,1
64453,0
46846,1
53823,1
89587,1
83266,0
29726,1
4508,1
27953,1
118592,1
108694,1
57491,0
116468,0
15943,0
32290,0
16391,0
49499,1
79425,1
24075,0
66739,0
100558,1
73320,1
90808,0
8295,1
62132,0
67754,0
65607,1
61253,0
32581,0
17095,1
50673,1
37135,0
42302,0
108322,0
50269,0
103444,1
22684,1
96662,1
38965,0
4770,1
28501,0
123675,1
59348,1
83480,0
64224,1
52423,1
73731,0
21454,0
108981,0
36922,0
94033,0
105814,0
54438,0
100657,1
2771,1
43248,1
78354,0
4197,0
19447,0
101728,1
1866,0
51906,0
84820,1
93644,1
79528,0
94882,0
60199,1
18106,1
107259,1
47666,0
110645,0
99343,0
87491,0
59549,1
51685,1
47288,0
121258,1
69038,0
98197,0
34199,1
86289,0
18567,1
93802,1
24998,1
106113,0
79107,0
22618,1
89221,0
5396,1
56778,1
85402,0
76740,1
1273,1
8205,1
59910,1
4244,0
86702,1
44095,0
90669,0
80518,1
25195,1
60406,1
66773,1
1879,0
4007,0
44951,1
82625,1
34891,1
53216,1
71374,1
2742,1
98551,0
10049,0
23745,0
103973,0
13108,1
98175,0
74436,1
76075,0
75808,1
63790,1
106330,1
123860,0
51532,0
96604,1
8479,1
87374,1
2996,1
9801,0
70796,0
59211,0
24694,0
17729,1
29262,0
19776,0
118651,1
33035,0
47033,0
20072,0
3395,0
52457,1
13053,1
87424,1
34215,1
14000,1
28384,0
57972,0
81129,1
99307,1
76193,0
48257,0
70001,1
38330,1
22160,1
37162,0
79940,1
91409,0
105435,1
34192,1
45159,1
108027,1
77797,1
74113,1
73777,0
24909,1
76835,1
7768,1
63836,1
50361,0
36990,0
112375,0
85734,0
76261,0
89739,1
108312,0
78706,0
38240,0
3584,1
41551,0
30635,1
45512,1
46712,1
55403,0
39160,0
99877,1
49486,1
113239,0
86077,1
82921,1
15894,0
110728,0
80789,1
69219,0
49187,0
99900,1
88041,0
6059,1
71681,1
83085,0
79189,0
14790,0
30756,1
67817,0
20682,1
144,1
64725,0
15996,0
62067,0
106345,1
119837,1
120057,0
122193,0
25731,0
109070,0
77555,0
2367,0
6151,1
31504,1
85770,0
20992,1
57524,0
34350,1
120390,0
10053,0
20747,1
118304,0
8773,1
102342,1
36127,1
117084,0
79554,1
45426,1
45914,1
81228,0
60590,1
41282,1
11293,0
16426,0
3570,1
30391,0
3473,0
52666,1
3522,0
99506,0
96776,0
104285,1
84902,1
49734,1
118795,0
119513,1
106252,1
28427,0
106177,0
13845,1
29054,0
70458,0
92894,0
38903,0
96806,0
48256,0
8970,0
84841,1
82555,1
6936,1
87689,0
39849,0
89734,1
101554,0
38444,1
37556,0
48496,0
12275,0
69976,1
21350,0
27859,1
104854,0
31043,1
118789,0
60936,0
94549,0
104315,1
79358,0
84556,0
8686,1
19035,0
79007,1
29506,1
76038,0
40468,1
70741,1
81416,0
106277,1
109317,0
73857,0
27831,1
45723,1
83798,1
2006,0
13370,1
62073,0
115099,0
109487,0
28197,0
58497,1
106470,1
59594,1
120802,1
103529,1
28073,1
122960,0
90641,0
45515,1
65203,0
119269,0
36762,0
123381,1
123175,0
47768,0
26759,1
66525,0
7878,1
11535,0
22196,1
51497,0
117259,0
31490,1
98106,0
96764,0
72476,0
28651,0
102139,0
51223,0
35835,1
4604,1
118073,1
81208,0
122452,1
70818,0
34874,1
116247,0
53358,1
67485,1
121372,1
22747,1
3690,1
77142,0
32243,0
106166,0
92092,1
59575,1
106030,1
65823,1
68392,1
17699,1
13645,1
107190,0
114837,0
75612,0
78736,0
107571,1
99818,1
62998,0
44694,1
7794,1
18271,1
43198,1
76525,0
52521,1
43133,1
68722,1
109282,1
20284,0
87696,0
35576,1
119533,1
1108,1
68055,1
62579,1
123892,0
97338,0
76678,1
77439,0
13752,1
13038,1
84494,0
33917,1
39942,1
58250,1
55811,0
61634,0
122660,0
114478,1
161,1
106463,1
10026,0
96017,0
28267,0
117826,0
109857,1
95048,0
42046,0
46310,1
98320,0
109136,0
10489,0
97339,0
119987,0
94665,0
75906,1
6362,1
47066,0
46920,0
108668,1
6313,1
54742,0
79760,0
56807,1
112388,0
112378,0
110204,1
99882,1
57368,0
55727,0
25145,1
17497,1
41488,1
30479,0
22653,1
12435,0
123500,0
91485,0
108133,0
57507,0
65718,1
54392,0
40938,1
50474,1
42357,0
121870,0
12172,0
74612,1
71081,1
6219,1
63432,1
36814,0
104423,1
88164,0
36650,0
46083,1
28422,0
85908,0
33151,0
24763,1
108010,1
114316,1
29816,0
102321,1
101486,0
72995,0
47273,0
112444,0
46817,1
57665,0
14651,0
42432,0
83147,0
71276,1
3635,1
104252,1
97202,0
69279,0
45553,1
114724,0
30630,1
2579,0
121399,1
122907,0
54293,0
96051,0
119604,1
66956,1
31168,1
65740,1
84778,1
80418,1
32444,0
92955,1
53786,1
16353,1
116896,1
58573,0
90043,0
39738,0
98444,0
6322,1
113661,1
45533,1
30318,1
36974,0
110115,1
80044,1
19902,0
65414,1
34418,1
99328,1
42386,0
71284,1
9985,0
22175,1
54656,0
52548,1
94484,0
91117,0
9774,0
119426,1
75292,0
119367,1
25603,0
27983,1
103782,0
39320,0
119368,1
70055,1
39389,1
88235,0
78939,0
55055,0
29595,1
119030,0
18771,0
12400,0
45980,1
71475,1
1463,1
45737,1
85686,0
111011,0
72345,0
5671,1
81285,0
9624,0
4988,1
111910,1
113984,1
100563,1
97973,1
109811,1
79275,1
85110,1
1441,1
97054,0
24712,0
79574,1
82737,1
81629,0
52280,1
94645,0
27966,1
14086,1
103618,0
96459,1
109748,1
16412,0
97513,1
102856,0
106274,1
79046,1
101363,1
52570,1
32690,0
116541,1
109305,1
76884,1
99879,1
28661,0
47103,0
71191,1
3587,1
56502,1
113055,1
111397,0
2731,1
4230,0
71144,1
24595,0
14121,1
107960,1
116932,1
25014,1
101869,1
115384,0
60070,1
35058,1
29296,0
45842,1
76769,1
104354,1
16441,0
63926,1
27193,1
80923,1
114689,0
49668,1
63139,1
46960,0
118494,0
79537,1
13361,1
106633,1
6702,1
27466,1
19757,0
61582,0
35396,1
89990,0
1714,0
98663,0
42978,1
21977,1
98454,0
66341,0
81108,1
5467,1
64257,1
98284,0
106056,0
65003,0
39962,1
40534,1
74467,1
19401,0
39853,0
22404,1
106378,1
29615,1
47822,0
6093,1
54938,0
1343,1
117720,0
115422,0
71830,1
66821,1
11733,0
31956,0
121195,1
84336,0
122291,1
2547,0
94908,0
82709,1
74545,1
120136,0
48144,0
71855,1
33714,0
21572,1
68288,1
37617,0
50798,1
18533,1
29693,1
32978,1
50838,1
57030,1
86553,0
103199,0
51732,1
77310,1
66990,1
43033,1
101392,1
106232,1
109201,1
48953,0
28159,0
10405,0
82846,1
84391,0
53903,1
117562,0
63764,1
108473,1
107060,0
23292,1
112703,0
70737,1
83925,1
28819,0
79087,0
66628,0
76207,0
42466,0
8229,1
42654,0
85257,1
14766,0
19243,0
17190,1
16379,1
48471,0
1143,1
47619,0
67832,0
52554,1
112163,0
17989,0
26367,0
123660,1
84952,1
78446,0
26857,1
78606,0
85191,1
47998,0
73833,0
17613,1
3517,1
84904,1
54116,1
31341,1
3299,0
100495,1
18346,1
90082,0
84775,1
99839,1
93121,1
54870,0
9235,0
111346,0
117368,0
76995,0
10218,0
88957,1
97418,1
13563,1
19111,0
26860,1
30902,1
19529,0
34391,1
40019,1
83058,0
33343,1
37015,0
26549,1
92621,0
71209,1
36118,1
53427,1
23337,1
29880,0
14765,0
24651,0
83730,1
84810,1
101123,1
99999,1
68547,1
32060,0
111920,1
26444,0
96431,1
58689,0
71615,1
42441,0
53518,1
106986,0
44909,1
65068,0
65622,1
90326,0
120310,0
96906,0
96148,0
17691,1
123068,1
37730,0
77170,0
112592,0
81875,0
15340,1
98219,0
9101,1
83943,1
83912,1
31689,1
32422,0
118032,1
118601,1
47992,0
116132,1
114442,1
12584,0
120743,0
55299,0
11257,0
42169,0
95517,1
29798,1
18965,0
78325,0
108858,1
54442,0
69955,1
122111,0
14203,1
35933,1
12789,0
56512,1
34158,1
12482,0
79081,1
50545,0
69097,0
39183,0
621,1
27602,1
6194,1
28829,0
37469,0
80426,1
39878,0
120848,1
64045,1
63938,1
79502,1
68996,0
7600,1
16602,1
120950,1
40195,0
103477,1
85218,1
90809,0
110290,0
26200,0
101492,0
78631,0
102271,1
115404,0
72444,0
22478,1
122714,0
15496,1
24800,1
27903,1
53868,1
49617,1
69781,0
23662,0
114729,0
1923,0
23111,1
52560,1
84362,0
58402,1
82515,1
30729,1
46502,1
16842,1
81783,0
100900,0
73327,1
107871,1
114321,1
45425,1
97695,1
55765,0
90957,0
73220,1
108131,0
108979,0
99531,0
93266,1
10838,0
117035,1
53147,1
94172,0
110953,0
93936,1
5134,1
30379,0
30345,1
11643,0
13083,1
72441,0
21783,0
74818,0
56084,0
104706,0
8619,1
32215,0
100703,0
70125,1
6046,1
74853,0
37925,0
60265,1
11791,0
54725,0
98429,0
111129,1
64709,0
76140,0
121411,1
116603,1
2129,0
114440,1
64562,0
63781,1
77155,0
51418,0
34988,1
88490,1
116496,1
120348,0
106767,0
65060,0
33495,1
25952,1
16045,0
89518,1
80881,1
85133,1
51600,1
948,1
78721,0
89209,1
104902,0
9945,0
57213,0
43980,0
4751,1
100472,1
68985,0
3319,0
17848,1
86693,1
94148,0
47757,0
56701,1
9600,0
13684,1
6578,1
20591,1
103583,1
29122,0
78489,0
50306,0
106529,1
4040,1
121746,0
61837,0
19484,0
19458,0
100774,0
63694,1
100112,0
108186,0
114643,0
84643,0
49560,1
109391,0
3565,0
111988,1
67436,1
74028,0
81636,0
5314,1
19496,0
64832,0
73270,1
114334,1
34466,1
62449,0
119379,0
23632,0
91970,1
58244,1
5705,1
72434,0
73899,0
121785,0
26637,1
67153,0
107582,0
17953,1
96862,0
35403,1
43392,1
119659,1
35632,1
8409,1
13804,1
79310,1
76410,1
76365,1
20796,1
94490,0
104793,0
115647,0
105489,1
2136,0
83119,0
67618,0
87259,1
22563,1
29909,0
63373,1
92642,0
45442,1
112122,0
5145,1
81507,0
10824,0
15808,1
35910,1
48820,0
103879,0
32594,0
119775,1
77010,0
69239,0
105002,0
58094,1
57409,0
120163,0
95951,0
29273,0
107160,0
33765,0
65849,1
23126,1
102158,1
32429,0
25155,1
105130,0
39429,1
36423,0
52574,1
50610,0
116072,1
33252,0
117662,0
116510,1
67620,0
56720,1
77311,1
25331,1
56009,0
34974,1
123397,1
95126,1
12972,0
49501,1
77717,1
32237,0
22389,1
18314,1
53742,1
62191,0
21177,0
52649,1
4287,0
54667,0
13996,1
20298,0
81087,1
71203,1
15842,0
118929,0
92820,0
53964,1
11307,0
37374,0
26330,0
93741,1
119860,1
98467,0
99642,0
54443,0
95684,0
68806,1
43735,0
37032,0
107084,0
110080,1
57073,1
118907,1
72187,0
115590,0
67010,1
76141,0
42081,0
54982,0
46549,1
23080,1
12642,0
23904,0
103066,0
27852,1
24477,0
74007,1
14055,1
38928,0
99198,1
83342,0
117543,0
42200,0
111770,1
106610,1
41640,0
4058,1
89118,1
52501,1
5864,1
90357,0
101593,0
119933,1
118715,0
106774,0
74213,1
70346,0
15906,0
11547,0
1549,1
55836,0
43132,1
72063,1
8183,1
97570,1
54321,0
27589,1
53579,1
75448,0
80027,1
97950,1
60421,1
123053,0
112987,0
67233,0
73380,1
79116,0
69466,0
121904,0
45239,1
17749,1
13535,1
32351,0
67502,1
64253,1
32849,1
95234,1
87407,1
113879,1
20890,1
64571,0
92801,0
94046,0
102433,1
46463,1
84776,1
54674,0
2201,0
118359,0
99663,0
48170,0
73439,1
27976,1
12346,0
65070,0
476,1
119060,1
26443,1
9602,0
123130,1
7340,1
48684,0
63640,1
9900,0
110995,0
102377,1
66591,0
102596,1
76947,0
36265,0
46820,1
39988,1
95160,1
100697,1
1764,0
61496,0
111725,1
12622,0
9842,0
34270,1
92451,0
48300,0
17091,1
38629,1
86076,1
63861,1
41469,1
68331,1
49176,0
13371,1
62202,0
95113,1
73992,1
34774,1
73987,1
65118,0
15315,1
120564,0
8551,1
58898,0
106079,1
98252,0
121938,0
64890,0
19670,0
19342,0
36089,1
12440,0
104251,1
78708,0
9093,1
54894,0
457,1
75329,0
109385,0
118300,0
39781,0
24006,0
42361,0
79213,0
44947,1
28650,0
27756,1
31224,1
99947,1
106499,1
14051,1
22898,1
40415,1
75913,1
101568,0
120839,1
120535,0
119570,1
1390,1
96615,1
57370,0
119886,1
17799,1
65238,1
115912,1
51546,0
118196,0
106809,1
49935,0
93843,1
116602,1
83571,0
99585,0
46550,1
5359,1
28912,0
57214,0
5711,1
48269,0
105199,0
96050,0
9462,0
25058,1
99709,0
30712,1
110398,0
99684,0
117313,0
92456,0
94706,0
110006,1
9548,0
16624,1
61846,0
38691,1
61664,0
51062,1
33515,1
94528,0
84808,1
104586,0
18813,0
108640,1
122557,1
57936,0
142,1
13600,1
36216,0
115989,1
115252,0
20246,0
9249,0
4608,1
57070,1
88446,1
81651,0
27850,1
46932,0
96345,1
67481,1
11124,0
15838,0
95786,0
98460,0
64492,0
69618,0
48000,0
36508,0
69266,0
20500,1
24565,0
53722,1
109874,1
101871,1
19183,0
48288,0
3461,0
5581,1
100445,1
4738,1
99288,1
81492,0
44836,1
32184,0
63053,1
87105,1
117123,0
117243,0
77696,1
69679,0
63687,1
27686,1
105128,0
90667,0
108874,0
71434,1
10383,0
26342,0
70863,0
28579,0
92865,0
36164,1
27893,1
6361,1
97194,0
78068,1
27093,1
18629,0
117339,0
27409,1
42458,0
91914,1
11619,0
83743,1
21430,0
110987,0
78463,0
117797,0
37159,0
11336,0
63651,1
41207,1
102354,1
113909,1
13260,1
27389,1
61018,0
42735,1
115131,0
83066,0
114772,0
106008,0
102849,0
98403,0
19716,0
45290,1
42465,0
58842,0
98915,0
74184,1
2394,0
91059,0
65531,1
52124,1
59230,0
110503,0
14529,0
95281,1
120058,0
80943,1
108934,0
99553,0
67815,0
116065,1
20209,0
42456,0
71914,1
72062,1
18478,1
55226,0
71670,1
100912,0
99536,0
31754,0
35937,1
34525,1
66608,0
108971,0
106696,0
36627,0
81316,0
45071,1
37715,0
17337,1
80898,1
107261,1
59091,0
47755,0
89259,1
112303,0
109882,1
124,0
33869,1
123838,1
74251,1
77784,1
20445,1
56780,1
838,1
76333,1
26397,0
112239,0
31789,0
33888,1
103171,0
106420,1
68780,1
10670,0
41117,1
98459,0
118763,0
16866,1
114908,0
19518,0
30205,1
93125,1
3807,0
77206,1
20876,1
61432,0
55949,0
46462,1
17495,1
73139,0
6491,1
43960,0
104604,0
2212,0
14505,0
19696,0
102779,0
11751,0
39456,1
61995,0
49750,1
11761,0
43530,1
75551,0
65745,1
123592,0
23739,0
3091,1
12176,0
51333,0
40410,1
79796,1
60759,1
101413,0
68290,1
65650,1
44442,1
1045,1
3434,0
100373,0
47110,0
70,0
91519,1
4059,1
42672,0
68057,1
29384,0
8045,1
2362,0
92742,0
112071,1
2909,1
75248,0
30970,1
15902,0
77060,0
96078,0
39417,1
58346,1
73951,0
98414,0
8325,1
71345,1
17524,1
80708,1
38969,0
18926,0
104494,1
12711,0
53263,1
86961,1
45951,1
14555,0
113216,0
50371,0
44684,1
123471,0
96880,0
70517,0
117460,0
51506,0
38146,0
102681,1
93761,1
96084,0
53108,1
24483,0
65880,1
35758,1
37413,0
109097,0
68318,1
1326,1
94972,0
98140,0
4193,0
79524,1
25487,0
47534,0
1550,1
11081,0
121230,1
64693,0
10678,0
2764,1
108471,1
27246,1
53362,1
19289,0
89898,0
5644,1
5223,1
13308,1
30181,1
103626,0
121122,1
93255,1
91917,1
110594,0
49017,0
73684,0
29082,0
114284,1
95444,1
94321,0
115371,0
58495,1
56080,0
35335,1
2797,1
90767,0
24080,0
100743,0
17415,1
21004,1
27861,1
35355,1
120141,0
29231,0
24891,1
121384,1
99386,0
20807,1
4162,1
49626,1
812,1
5794,1
81024,1
57875,0
111398,0
111763,1
64622,0
41222,1
111858,1
58063,1
78783,0
120425,0
122750,0
25254,1
63719,1
59293,1
83902,1
68076,1
57471,0
85653,0
33967,1
51437,0
103180,0
30263,1
21611,1
50781,1
68979,0
21612,1
76247,0
90142,0
103886,0
123153,0
74760,0
43500,1
653,1
49359,1
123798,0
29247,0
47159,0
44093,0
3288,0
80191,1
84864,1
3010,1
36383,0
122075,0
118690,1
52694,1
30774,1
41040,1
70695,1
68229,1
50376,0
121145,1
117384,0
27096,1
33389,0
20717,1
23495,0
67254,0
34013,1
8935,1
14616,0
97943,1
24542,0
62192,0
122649,0
69161,0
102701,1
120599,0
72199,0
58403,1
4801,1
59915,1
93840,1
83294,0
13243,1
5985,1
83090,0
14843,0
8119,1
32094,0
95314,1
106981,0
48627,0
45165,1
13001,0
36557,1
95682,0
84048,1
57085,1
47019,0
54217,0
21240,0
29423,0
78266,1
79695,0
64985,0
95499,1
85332,1
96850,0
12995,0
97405,1
41413,1
12455,0
114980,0
65357,1
59390,1
37128,0
91275,0
41926,0
115257,0
93380,1
51349,0
27053,1
51091,1
65596,1
14805,0
14558,0
7757,1
50884,1
112504,0
8140,1
46224,1
95176,1
119856,1
33122,0
700,1
69067,0
35413,1
88066,0
27291,1
70736,1
61919,0
40368,1
64831,0
15736,1
89189,1
30082,0
62087,0
24396,0
15182,0
65752,1
93684,1
8710,1
47344,0
77540,0
56587,1
25584,0
78719,0
80181,1
2447,0
82765,1
61867,0
12533,0
120798,1
80616,1
94736,0
16579,1
94662,0
35043,1
82958,1
90535,0
95573,1
114869,0
94384,0
106003,0
117751,0
102214,1
19443,0
111769,1
91072,0
107454,0
96504,1
8362,1
117142,0
81762,0
79962,1
75197,0
74799,0
93345,1
69984,1
45089,1
52933,1
94402,0
80892,1
114341,1
49722,1
17351,1
17339,1
59963,1
72172,0
70196,1
97232,0
85714,0
61633,0
51718,1
44571,1
91459,0
104302,1
15031,0
33214,0
39976,1
38322,1
40165,0
108926,0
6443,1
32473,0
75149,0
61107,0
87319,1
39813,0
79636,0
1910,0
20799,1
15862,0
39372,1
35955,1
55847,0
91763,1
89777,1
14964,0
103004,0
75991,0
115676,0
104408,1
90019,0
53178,1
49318,1
87308,1
123873,0
15654,1
67668,0
61409,0
98568,0
62207,0
38070,0
26733,1
69958,1
83214,0
66774,1
42899,1
15314,1
109707,1
97044,0
109660,1
62664,1
19218,0
25841,0
18527,1
18791,0
38961,0
39098,0
107095,0
41418,1
47334,0
20409,0
27173,1
47637,0
74421,1
88944,1
42601,1
103675,0
62342,0
61979,0
88185,0
95813,0
108691,1
41829,0
70006,1
60568,1
3011,1
58753,0
50446,1
7448,1
90553,0
9508,0
96145,0
17372,1
44236,1
61008,0
55174,0
105774,1
93495,1
68663,1
54201,0
33352,1
77040,0
62964,0
31662,1
96245,0
15832,0
40913,1
7299,1
56946,1
2556,0
122684,0
36364,0
23538,0
149,1
75392,0
60463,1
92849,0
123813,0
114262,1
80343,1
113728,1
53617,1
18159,1
69424,0
113241,0
47297,0
8751,1
50418,1
6708,1
79433,1
83621,1
106347,1
120678,0
107806,1
61460,0
121712,0
95746,0
99045,1
115597,0
86756,1
119581,1
62628,1
90635,0
24342,0
36403,0
74030,0
83900,1
62741,1
77945,1
51865,0
72978,0
64653,0
54373,0
14124,1
34530,1
74481,1
58682,0
4189,1
122345,1
35136,1
16443,1
4773,1
19392,0
101598,0
76473,0
103374,1
9023,1
55422,0
114026,1
38704,1
113339,1
58988,0
90127,0
86288,0
22558,1
114657,0
59409,1
74502,1
72785,0
114956,0
46236,1
97094,0
34643,1
52737,1
47220,0
115471,0
108676,1
92884,0
69809,0
104740,0
79306,1
46030,1
9836,0
32336,0
13881,1
31744,0
2450,0
49542,1
112526,0
72288,0
69905,1
26094,1
10609,0
103387,1
23910,0
10116,0
63677,1
62254,0
20362,0
33879,1
95846,0
67181,0
33093,0
67536,1
108515,0
118483,0
1285,1
109626,1
62528,1
62138,0
88717,1
690,1
21827,0
69084,0
101515,0
100930,0
110348,0
811,1
81381,0
13212,1
39167,0
70289,0
105461,1
16513,1
38962,0
104790,0
121164,1
99313,1
8931,1
101152,1
76485,0
45035,1
121987,0
121811,0
66579,0
12325,0
27991,1
43807,0
8235,1
66274,0
100376,0
58430,1
78521,0
30321,1
46112,1
55962,0
104980,0
49701,1
123809,0
96241,0
41660,0
89466,1
7401,1
62352,0
19070,0
17444,1
20508,1
41076,1
59431,1
84673,0
28078,1
37270,0
88543,1
40500,1
9385,0
61504,0
115121,0
102702,1
34427,1
33963,1
46423,1
53558,1
83193,0
95759,0
25997,1
38048,0
71173,1
13249,1
10784,0
121146,1
40918,1
63718,1
63584,1
5641,1
56281,1
39508,1
17078,1
123014,0
100906,0
103953,0
80117,1
12495,0
75217,0
22408,1
61425,0
61421,0
109797,1
102792,0
31402,1
53677,1
55827,0
48532,0
92760,0
63284,0
110705,0
94855,0
68533,1
5832,1
42511,0
10513,0
65518,1
86050,1
58191,1
90496,0
94150,0
38208,0
120421,0
15643,1
70016,1
46727,1
111091,1
1518,1
77201,1
34800,1
12524,0
86393,1
89880,1
116378,0
118777,0
94310,0
13076,1
101800,1
51554,0
117855,0
97193,0
84273,0
61015,0
20947,1
111650,1
13819,1
97218,0
48608,0
16144,0
76568,0
77335,1
25718,0
113322,1
15671,1
62198,0
123194,0
113573,1
69462,0
35784,1
100620,1
47991,0
117046,1
34863,1
58484,1
13441,1
68778,1
122926,0
90931,0
113004,0
4515,1
47978,0
48286,0
38132,0
6302,1
30168,1
39890,0
11405,0
116504,1
34430,1
55051,0
7842,1
123071,1
5401,1
70491,0
105707,0
802,1
14042,1
64485,0
83260,0
18994,0
57845,0
90076,0
13822,1
81209,0
213,1
103297,0
107005,0
34745,1
20424,0
116641,1
62315,0
52013,1
23369,1
98816,0
48413,0
11855,0
11389,0
74924,0
39124,0
11525,0
31590,1
53925,1
14361,0
101599,0
38782,1
98964,0
31144,1
73333,1
8018,1
24033,0
2630,1
17293,1
111437,0
61736,0
39011,0
81409,0
76071,0
104782,0
102967,0
23609,0
79700,0
67332,1
46079,1
68644,1
91001,0
9553,0
91339,0
54998,0
71761,1
92210,1
121691,0
73853,0
12407,0
23837,0
49633,1
75359,0
24141,0
17405,1
121752,0
53185,1
86018,0
84824,1
60744,1
81744,0
81828,0
65793,1
8592,1
72466,0
65989,1
56220,0
45065,1
21093,0
92010,1
123019,0
31119,1
35240,1
62738,1
39617,1
55367,0
115083,0
120862,1
108281,0
15127,0
12931,0
6100,1
45892,1
13705,1
69088,0
81896,0
28652,0
49162,0
62043,0
91014,0
21568,1
56954,1
31380,1
121942,0
60343,1
51519,0
80696,1
14475,0
86913,1
13800,1
81309,0
24926,1
14423,0
51741,1
50289,0
94353,0
69920,1
57286,0
5938,1
42403,0
74244,1
63736,1
53261,1
107637,0
51077,1
93735,1
79735,0
99561,0
62816,0
121423,1
89286,1
56996,1
111892,1
104371,1
120605,0
50066,0
102356,1
62599,1
97531,1
33333,1
104806,0
65666,1
78064,1
52174,1
110375,0
423,1
51778,1
102776,0
16987,1
54581,0
70620,1
52149,1
79596,1
117765,0
46603,1
101897,1
68339,1
2605,0
7383,1
44074,0
56370,1
87164,1
2527,0
72514,0
114145,1
51668,0
75872,1
109677,1
31992,0
69450,0
13924,1
102485,1
96598,1
67032,1
19308,0
37657,0
11287,0
25488,0
90260,0
104993,0
111864,1
42295,0
37160,0
9467,0
11527,0
107024,0
10717,0
86539,0
82010,0
52677,1
55045,0
27724,1
112997,1
114022,1
33810,0
80316,1
37364,0
81445,0
47913,0
96670,1
106253,1
76175,0
28423,0
107246,0
98147,0
21842,0
41694,0
31873,0
13774,1
27530,1
18198,1
108660,1
16113,0
107794,1
120099,0
58783,0
27421,1
9214,0
96705,1
101107,1
115103,0
33647,1
32030,0
96954,0
87326,1
114744,0
35056,1
59215,0
114319,1
63453,1
88856,1
114635,0
14085,1
7715,1
79969,1
101236,1
27261,1
113312,1
101908,1
92994,1
87016,1
97451,1
12358,0
114750,0
57156,0
31907,0
104866,0
76978,0
48433,0
20870,1
59326,1
16434,0
72733,0
122356,1
64830,0
28613,0
72292,0
70230,1
37735,0
82719,1
49872,0
14818,0
100898,0
117087,0
107566,1
35555,1
54650,0
38341,1
72937,0
71226,1
4505,1
9667,0
10570,0
30821,1
65791,1
36666,0
62869,0
59104,0
83358,0
68679,1
102198,1
7969,1
113972,1
38663,1
102058,0
36862,0
28925,0
15200,0
88120,0
59008,0
6924,1
35188,1
53342,1
59463,1
120969,1
26581,1
44897,1
70915,1
21052,1
85592,0
109394,0
63267,0
121861,0
67987,1
3638,1
17571,1
98484,0
51343,0
80413,1
90018,0
34898,1
93404,1
110164,1
91993,1
22550,1
29441,0
28740,0
30738,1
15626,1
68307,1
101401,1
17583,1
100828,0
70838,0
123829,1
65734,1
96692,1
108394,0
44316,1
97308,0
110445,0
109052,0
17779,1
74821,0
17541,1
29454,1
36937,0
65905,1
63426,1
94101,0
72689,0
19934,0
4523,1
11941,0
93336,1
